Month,Department,Account,Vendor,Description,Budget,Actual,Variance,Variance_%,Notes,ApprovalStatus,RiskFlag,WeightedValue,CAC,ROAS,DaysLate
2025-05,Finance,Supplies,Office Depot,Office supplies order - Finance,5691.06,5363.24,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-05; supplies recorded,Missing receipt,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-08,Finance,Contractors,Brightline Studio,Contractor services - Finance,5894.91,5567.31,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-08; contractors recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-11,HR,Software,MSFT,Cloud services - HR,9156.19,8049.41,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-11; software recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-12,IT,Advertising,,Brand awareness push - IT,50800.45,62113.46,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",,Missing receipt,Missing data,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-12,Sales,Supplies,Office Depot,Office supplies order - Sales,4991.1,5352.35,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-12; supplies recorded,Missing receipt,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-04,Ops,Utilities,PG&E,Internet service - Ops,494.75,7060.72,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-04; utilities recorded,Needs review,Outlier,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-07,Ops,Supplies,Amazon,Office supplies order - Ops,3799.11,3527.11,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-07; supplies recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-09,Marketing,Travel,Expedia,Hotel & airfare - Marketing,13002.77,11368.17,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-09; travel recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-02,Sales,Contractors,Brightline Studio,Contractor services - Sales,27377.81,20908.84,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-01,Ops,Utilities,Comcast Business,Electricity & water - Ops,0,2174.59,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-01; utilities recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-04,HR,Rent,Main Street Properties,Shared workspace fees - HR,10955.6,13408.02,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-04; rent recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-11,HR,Software,,Productivity suite - HR,11231.17,11747.81,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-11; software recorded,Needs review,Missing data,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-08,Ops,Utilities,Verizon,Electricity & water - Ops,1466.23,1644.66,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-08; utilities recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-08,Marketing,Travel,Marriott,Team offsite travel - Marketing,3698.36,3224.1,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-08; travel recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-07,HR,Contractors,ACME Consulting LLC,Engineering contractor - HR,54524.4,75062.97,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-07; contractors recorded,Missing receipt,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-03,Ops,Payroll,ADP,Bonuses & commissions - Ops,38277.85,47629.24,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-03; payroll recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
